4.98914e-05 1.74668 -19.0253 -0.420658 0.597319
4.98914e-05 1.70056 -19.0035 -0.305732 0.958783
4.98914e-05 1.77301 -19.013 -0.226915 0.402915
4.98914e-05 1.81599 -19.0531 -0.456958 0.639559
4.98914e-05 1.76612 -19.0548 -0.695444 0.931998
4.98914e-05 1.76562 -19.0317 -0.483433 0.362284
4.98914e-05 1.69742 -19.0138 -0.443397 0.535203
4.98914e-05 1.74097 -19.0844 -0.737709 0.845112
4.98914e-05 1.70505 -19.0661 -0.572025 1.37572
4.98914e-05 1.76395 -19.1034 -0.773282 0.381192
4.98914e-05 1.66009 -19.0694 -0.596702 1.22947
4.98914e-05 1.80653 -19.0127 -0.363113 0.367353
4.98914e-05 1.68871 -19.0318 -0.214266 1.16807
4.98914e-05 1.71912 -19.0313 -0.632903 1.07188
4.98914e-05 1.76783 -19.0456 0.103137 1.09733
4.98914e-05 1.73704 -19.1418 -0.786619 0.553574
4.98914e-05 1.82856 -19.108 -0.42511 0.540804
4.98914e-05 1.66061 -19.0497 -0.0593864 1.33292
4.98914e-05 1.71535 -18.9648 0.0631914 1.07987
4.98914e-05 1.84678 -19.082 -0.325297 0.317494
4.98914e-05 1.79518 -19.0147 0.0541976 0.690252
4.98914e-05 1.73804 -19.0712 -0.250559 1.52145
4.98914e-05 1.67811 -19.0555 -0.478727 1.25416
4.98914e-05 1.78295 -18.9752 0.138597 0.564962
4.98914e-05 1.81123 -19.1279 -0.878959 0.393101
4.98914e-05 1.72113 -19.1651 -0.792535 0.631312
4.98914e-05 1.71454 -19.1183 -0.816153 0.851269
4.98914e-05 1.7597 -19.0421 -0.602152 0.729098
4.98914e-05 1.79136 -19.0742 -0.802855 0.745528
4.98914e-05 1.66261 -18.9737 -0.390855 1.51859
4.98914e-05 1.75355 -18.9316 0.173618 1.28707
4.98914e-05 1.65251 -19.0327 0.117082 0.788854
4.98914e-05 1.73538 -19.1537 -0.453628 0.348022
4.98914e-05 1.78234 -19.0614 -0.143404 0.76511
4.98914e-05 1.85568 -19.1532 -0.600288 0.595275
4.98914e-05 1.79788 -19.0283 0.353903 0.457643
4.98914e-05 1.75548 -19.1167 -1.14822 0.314197
4.98914e-05 1.76371 -19.1259 -0.667064 0.521464
4.98914e-05 1.61529 -19.0249 -0.26528 0.826582
4.98914e-05 1.64 -19.0899 -0.695239 1.41766
4.98914e-05 1.85269 -18.9837 0.0299025 0.315314
4.98914e-05 1.70658 -19.0216 0.305969 1.0899
4.98914e-05 1.76329 -19.0229 0.34233 0.654606
4.98914e-05 1.65897 -19.0238 -0.0547578 1.58368
4.98914e-05 1.73499 -19.056 -0.253273 1.06023
4.98914e-05 1.83495 -19.0057 -0.155659 0.247121
4.98914e-05 1.68805 -19.0024 0.176231 1.08324
4.98914e-05 1.78858 -19.0022 -0.0835641 1.29753
4.98914e-05 1.62948 -18.951 -0.210241 1.23395
4.98914e-05 1.8202 -19.0603 -0.475905 0.651229
4.98914e-05 1.77665 -19.1215 -1.09311 0.374742
4.98914e-05 1.73755 -18.9387 0.496322 0.75603
4.98914e-05 1.7309 -18.9804 -0.258955 0.786911
4.98914e-05 1.67457 -18.9595 -0.204017 1.08452
4.98914e-05 1.79041 -19.1812 -0.666053 1.02189
4.98914e-05 1.83027 -19.041 -0.124335 0.599011
4.98914e-05 1.65167 -19.1855 -0.931531 0.931777
4.98914e-05 1.68104 -19.0395 -0.153024 0.952367
4.98914e-05 1.70867 -19.1544 -1.16429 0.462101
4.98914e-05 1.86227 -19.1083 -0.824441 0.313308
4.98914e-05 1.63045 -19.0432 0.20013 1.51217
4.98914e-05 1.69829 -19.1627 -1.10781 0.894192
4.98914e-05 1.73876 -18.9077 0.271595 0.758805
4.98914e-05 1.85657 -19.0231 -0.0427289 0.542548
4.98914e-05 1.76865 -19.1297 -0.748049 0.167794
4.98914e-05 1.7851 -18.9331 0.134284 0.566299
4.98914e-05 1.85073 -19.1348 -0.502662 0.636048
4.98914e-05 1.7742 -19.1073 -0.803899 0.313399
4.98914e-05 1.75524 -19.161 -1.02426 0.224658
4.98914e-05 1.60232 -19.0089 -0.0893916 1.37329
4.98914e-05 1.63725 -19.0627 -0.275634 1.49838
4.98914e-05 1.81902 -19.0429 -0.260724 0.0250676
4.98914e-05 1.78744 -18.9321 0.207603 0.180321
4.98914e-05 1.70338 -19.0826 -1.42697 1.12911
4.98914e-05 1.83834 -19.065 -0.502018 0.181071
4.98914e-05 1.80191 -19.078 -0.538396 0.906357
4.98914e-05 1.85935 -19.079 -0.239126 0.0325319
4.98914e-05 1.90372 -19.1129 -0.776872 0.423476
4.98914e-05 1.71449 -19.1773 -1.26494 0.662181
4.98914e-05 1.78358 -19.1522 -1.20224 0.646928
4.98914e-05 1.8035 -19.0737 -1.16352 0.45358
4.98914e-05 1.74805 -18.9491 0.373534 1.05059
4.98914e-05 1.7448 -19.1764 -0.877577 1.02373
4.98914e-05 1.68296 -19.1974 -0.972629 1.11964
4.98914e-05 1.67952 -18.999 -0.32943 1.24166
4.98914e-05 1.88324 -19.1377 -0.566298 0.318447
4.98914e-05 1.57643 -18.9899 -0.0340383 1.13226
4.98914e-05 1.77394 -19.1569 -1.26373 0.543684
4.98914e-05 1.8086 -19.1677 -1.14625 0.488849
4.98914e-05 1.76464 -19.0651 -0.527884 0.453253
4.98914e-05 1.86042 -19.0682 -0.553622 -0.0126694
4.98914e-05 1.83317 -19.1499 -1.11192 0.39538
4.98914e-05 1.67995 -18.9774 0.212511 1.34285
4.98914e-05 1.78774 -18.9518 0.566928 0.507984
4.98914e-05 1.85968 -18.9332 0.187182 0.405935
4.98914e-05 1.90099 -18.9828 -0.199187 0.451416
4.98914e-05 1.91786 -19.1232 -0.786927 0.423253
4.98914e-05 1.86597 -18.9187 -0.147182 0.114549
4.98914e-05 1.69394 -19.1661 -1.03442 0.75267
4.98914e-05 1.59861 -19.0058 -0.00913277 1.43129
4.98914e-05 1.61994 -18.969 -0.419786 1.31715
4.98914e-05 1.88452 -19.0174 -0.288732 0.212166
4.98914e-05 1.85641 -19.1012 -0.942897 0.0742509
4.98914e-05 1.83314 -19.0432 -0.242677 0.0466043
4.98914e-05 1.64601 -18.9864 0.0932977 1.22617
4.98914e-05 1.70016 -19.0834 -0.492677 1.11758
4.98914e-05 1.86473 -18.9687 0.127044 0.27875
4.98914e-05 1.82786 -18.9162 0.216193 0.965494
4.98914e-05 1.78911 -18.9274 0.512459 0.687271
4.98914e-05 1.78901 -18.9113 0.558419 0.844234
4.98914e-05 1.85793 -18.9403 -0.0748374 0.327673
4.98914e-05 1.84052 -19.1632 -0.935547 0.236321
4.98914e-05 1.58919 -19.0783 -0.0476498 1.61458
4.98914e-05 1.8836 -19.0345 -0.112781 0.648741
4.98914e-05 1.81005 -19.1352 -1.29838 0.528108
4.98914e-05 1.63793 -18.8873 0.251729 1.19628
4.98914e-05 1.84267 -18.9533 -0.192748 0.0569211
4.98914e-05 1.70373 -18.9089 0.47133 0.97579
4.98914e-05 1.68404 -19.0825 -0.687463 0.80146
4.98914e-05 1.78075 -18.9512 0.154363 0.788423
4.98914e-05 1.81651 -19.1156 -0.711565 -0.253455
4.98914e-05 1.83362 -18.933 0.346237 0.678182
4.98914e-05 1.68759 -19.0007 0.257124 1.39901
4.98914e-05 1.65664 -18.9812 -0.331795 1.54987
4.98914e-05 1.86017 -18.9079 0.264407 0.553821
4.98914e-05 1.78835 -19.2402 -1.07003 0.8267
4.98914e-05 1.60658 -18.9329 0.317416 0.800672
4.98914e-05 1.79186 -18.919 0.394382 0.458274
4.98914e-05 1.79996 -18.9054 0.362731 0.456017
4.98914e-05 1.64531 -19.1705 -0.585251 1.75439
4.98914e-05 1.80442 -19.1816 -1.22581 0.278577
4.98914e-05 1.74152 -18.9091 0.272832 1.14457
4.98914e-05 1.6833 -18.9633 0.107245 1.15372
4.98914e-05 1.91869 -19.0885 -0.156838 0.108314
4.98914e-05 1.73905 -18.8482 0.282195 0.868498
4.98914e-05 1.86717 -19.0711 -0.0104174 -0.146088
4.98914e-05 1.82199 -18.9133 0.273289 0.197581
4.98914e-05 1.86539 -18.8586 -0.0911611 0.490064
4.98914e-05 1.58361 -19.0625 -0.574417 1.80146
4.98914e-05 1.9041 -18.9638 -0.200326 0.247697
4.98914e-05 1.8563 -19.1438 -0.743983 -0.0442466
4.98914e-05 1.79919 -18.8942 0.320339 0.825095
4.98914e-05 1.80682 -19.1998 -1.15557 0.489502
4.98914e-05 1.6004 -19.1107 -0.515142 1.71369
4.98914e-05 1.70431 -18.9633 -0.28187 0.722644
4.98914e-05 1.90855 -19.0867 -0.910299 0.183815
4.98914e-05 1.74349 -18.916 0.631074 0.588304
4.98914e-05 1.60442 -19.0233 -0.743979 1.37809
4.98914e-05 1.71494 -19.0119 0.704481 1.33136
4.98914e-05 1.9049 -19.1206 -0.212825 0.0918141
4.98914e-05 1.72331 -18.8514 0.395054 1.12423
4.98914e-05 1.81247 -19.1945 -1.2408 0.434648
4.98914e-05 1.86569 -18.9783 0.582411 0.465941
4.98914e-05 1.85519 -19.1946 -0.903113 0.725811
4.98914e-05 1.58134 -19.143 -0.825286 1.52122
4.98914e-05 1.67019 -19.0953 -0.363909 1.32753
4.98914e-05 1.79054 -19.1726 -1.33829 0.820576
4.98914e-05 1.59706 -19.1597 -0.464291 1.35382
4.98914e-05 1.74403 -19.1597 -1.38334 0.997081
4.98914e-05 1.54692 -18.9649 0.0422696 1.19604
4.98914e-05 1.6074 -19.0675 -0.610355 1.62476
4.98914e-05 1.57722 -19.0414 0.296255 1.45164
4.98914e-05 1.61525 -19.1167 -0.708008 1.6316
4.98914e-05 1.73055 -18.8576 0.333089 0.413603
4.98914e-05 1.78694 -19.0401 -0.976314 0.999227
4.98914e-05 1.71246 -18.8461 0.354386 1.02075
4.98914e-05 1.63112 -18.9495 -0.120079 1.74461
4.98914e-05 1.6245 -18.9738 -0.0122817 1.83049
4.98914e-05 1.55915 -18.998 -0.177471 1.56256
4.98914e-05 1.93642 -18.9895 0.117151 0.210183
4.98914e-05 1.72368 -18.827 0.187696 1.04239
4.98914e-05 1.68836 -19.2065 -1.22809 0.852904
4.98914e-05 1.65797 -18.81 0.124647 1.03105
4.98914e-05 1.94889 -19.0473 -0.244872 0.0282885
4.98914e-05 1.62727 -19.0791 -0.451753 1.63551
4.98914e-05 1.6827 -19.1955 -1.15787 1.06698
4.98914e-05 1.64167 -18.9138 -0.000131786 1.83018
4.98914e-05 1.7019 -18.9527 0.608275 0.980478
4.98914e-05 1.55954 -19.043 -0.313731 1.79645
4.98914e-05 1.57944 -18.9985 0.130932 1.55265
4.98914e-05 1.70918 -18.8908 0.636976 1.18576
4.98914e-05 1.92654 -19.1345 -0.782653 0.232969
4.98914e-05 1.69967 -18.8572 0.185846 1.44836
4.98914e-05 1.80324 -19.0988 -0.40932 0.548467
4.98914e-05 1.66447 -19.1963 -1.23502 1.44268
4.98914e-05 1.65948 -19.1637 -0.774273 1.38219
4.98914e-05 1.81646 -18.8923 0.00563478 0.462137
4.98914e-05 1.61127 -18.916 0.0796247 1.44452
4.98914e-05 1.64488 -18.8708 0.376779 1.25493
4.98914e-05 1.9393 -19.063 -0.541811 0.168477
4.98914e-05 1.8621 -18.9825 0.414977 0.0101249
4.98914e-05 1.69368 -19.2196 -1.12806 1.06136
4.98914e-05 1.83448 -19.2115 -1.28336 0.605382
4.98914e-05 1.7392 -18.8115 0.173141 1.32733
4.98914e-05 1.74206 -18.9072 0.554804 1.19969
4.98914e-05 1.63362 -19.2155 -1.04095 1.23419
4.98914e-05 1.70239 -18.9329 0.662912 1.29661
4.98914e-05 1.78773 -18.805 0.0399289 0.774006
4.98914e-05 1.60465 -18.9162 -0.044757 1.70161
4.98914e-05 1.90873 -18.9319 0.457293 0.777609
4.98914e-05 1.88126 -19.1117 -0.837945 0.332345
4.98914e-05 1.57331 -19.0091 0.0152041 1.71793
4.98914e-05 1.60977 -18.9164 0.45162 1.18159
4.98914e-05 1.9181 -18.9882 -0.332061 -0.120332
4.98914e-05 1.8433 -19.2538 -0.998295 0.377032
4.98914e-05 1.85661 -18.9984 0.117932 0.0827645
4.98914e-05 1.66175 -19.2094 -0.937249 1.62784
4.98914e-05 1.76031 -18.9929 -0.0399263 0.551891
4.98914e-05 1.92425 -19.1311 -0.919831 0.106842
4.98914e-05 1.50506 -19.0911 -0.380006 1.62628
4.98914e-05 1.93829 -18.8767 0.0363064 0.46945
4.98914e-05 1.62294 -19.2154 -0.908736 1.53607
4.98914e-05 1.85483 -19.2069 -0.514523 0.0689702
4.98914e-05 1.85983 -19.0507 -0.46236 -0.273967
4.98914e-05 1.61687 -19.1217 -0.7701 1.91788
4.98914e-05 1.89131 -19.0841 -0.937861 0.0147341
4.98914e-05 1.59049 -18.9858 -0.133176 1.91021
4.98914e-05 1.60335 -18.8628 0.0629412 1.52622
4.98914e-05 1.59308 -19.0246 -0.0115753 1.59075
4.98914e-05 1.65978 -18.9384 0.226176 1.06029
4.98914e-05 1.59932 -18.9746 0.142138 1.85661
4.98914e-05 1.97237 -19.0691 -0.570665 0.0320852
4.98914e-05 1.65924 -18.9797 0.129669 1.02647
4.98914e-05 1.55709 -19.0469 -0.0551894 1.62744
4.98914e-05 1.5279 -19.0201 -0.380434 1.38971
4.98914e-05 1.59594 -18.9217 -0.0667358 1.44017
4.98914e-05 1.69379 -19.1985 -1.53176 0.972671
4.98914e-05 1.69054 -18.9565 0.759454 0.895966
4.98914e-05 1.71692 -18.8831 0.291282 1.80532
4.98914e-05 1.69222 -19.1106 -0.886538 1.05967
4.98914e-05 1.64532 -19.0144 0.10603 1.87318
4.98914e-05 1.73449 -19.3012 -0.957232 0.734212
4.98914e-05 1.52963 -19.0781 -0.871046 1.69071
