#VectorSizeSFlopPerSInstructionsL1CacheMissesLLCacheMissesL1CacheMisses/InstructionLLCacheMisses/Instruction
50 2.262298693441e-08 4.3760799707e+09 104712057 47 0 4.48850e-07 0.00000e+00
62 2.589707032492e-08 4.7495719962e+09 94065555 33 0 3.50819e-07 0.00000e+00
77 2.923461586723e-08 5.2335218186e+09 84778403 17 0 2.00523e-07 0.00000e+00
96 3.115530138423e-08 6.1305778315e+09 76283693 15 0 1.96634e-07 0.00000e+00
120 3.976258333665e-08 6.0106758652e+09 70967962 17 0 2.39545e-07 0.00000e+00
150 4.782468958087e-08 6.2520008519e+09 68040826 17 0 2.49850e-07 0.00000e+00
187 5.669236238869e-08 6.5793695003e+09 64501767 16 0 2.48055e-07 0.00000e+00
233 7.118648834887e-08 6.5321384828e+09 61296198 16 0 2.61028e-07 0.00000e+00
291 8.479696501335e-08 6.8516603148e+09 59213679 21 0 3.54648e-07 0.00000e+00
363 1.220121376772e-07 5.9420317831e+09 57327848 14 0 2.44209e-07 0.00000e+00
453 1.331784005468e-07 6.7953962225e+09 55667389 27 0 4.85024e-07 0.00000e+00
566 1.709595873330e-07 6.6155985613e+09 54565111 19 0 3.48208e-07 0.00000e+00
707 2.094516748453e-07 6.7461862076e+09 53619519 70 0 1.30549e-06 0.00000e+00
883 2.623374547005e-07 6.7279756221e+09 52839662 81 0 1.53294e-06 0.00000e+00
1103 3.326898112705e-07 6.6277953977e+09 52214972 293 0 5.61142e-06 0.00000e+00
1378 4.160186301826e-07 6.6222995802e+09 51701305 1184 0 2.29008e-05 0.00000e+00
1722 5.143421326128e-07 6.6939878763e+09 51304742 2201 0 4.29005e-05 0.00000e+00
2152 8.744074290538e-07 4.9210469365e+09 50893937 4507026 0 8.85572e-02 0.00000e+00
2690 1.389642016397e-06 3.8707810620e+09 50729887 8363781 0 1.64869e-01 0.00000e+00
3362 1.734604849346e-06 3.8758106796e+09 50527227 8353480 0 1.65326e-01 0.00000e+00
4202 2.171062642658e-06 3.8704548800e+09 50360242 8342297 0 1.65652e-01 0.00000e+00
5252 2.715213946117e-06 3.8682034670e+09 50196296 8333029 0 1.66009e-01 0.00000e+00
6565 3.390055467512e-06 3.8727979898e+09 50121838 8326632 0 1.66128e-01 0.00000e+00
8206 4.464718989849e-06 3.6757072589e+09 50051534 8327769 0 1.66384e-01 0.00000e+00
10257 1.594769421232e-05 1.2862674520e+09 44809549 287452 19213 6.41497e-03 4.28770e-04
12821 1.574352030948e-05 1.6286700494e+09 36760640 222385 12446 6.04954e-03 3.38569e-04
16026 1.640764023211e-05 1.9534192331e+09 28733743 208553 13764 7.25812e-03 4.79019e-04
20032 1.714018126888e-05 2.3373731801e+09 23529415 193712 17416 8.23276e-03 7.40180e-04
25040 1.610120845921e-05 3.1102634393e+09 20142410 206813 9064 1.02675e-02 4.49996e-04
31300 1.622568460812e-05 3.8580190304e+09 13837229 248678 8616 1.79717e-02 6.22668e-04
39125 1.686422668241e-05 4.6399400028e+09 8835246 419867 8829 4.75218e-02 9.99293e-04
48906 1.742477876106e-05 5.6133280853e+09 8031282 508207 7231 6.32784e-02 9.00354e-04
61132 1.738858195212e-05 7.0312231519e+09 8081485 503694 3485 6.23269e-02 4.31233e-04
76415 1.791244239631e-05 8.5320023154e+09 6791190 494901 3964 7.28740e-02 5.83697e-04
95518 1.914697406340e-05 9.9772945515e+09 5819180 482465 2941 8.29094e-02 5.05398e-04
119397 1.964748201439e-05 1.2153872940e+10 5095402 471454 2839 9.25254e-02 5.57169e-04
149246 1.982062780269e-05 1.5059613801e+10 4619277 460523 1900 9.96959e-02 4.11320e-04
186557 2.101123595506e-05 1.7757784492e+10 3845898 450861 1518 1.17232e-01 3.94706e-04
233196 2.295804195804e-05 2.0314929333e+10 3840434 447213 1280 1.16449e-01 3.33296e-04
291495 2.485964912281e-05 2.3451215949e+10 3356081 439603 1119 1.30987e-01 3.33425e-04
364368 2.610989010989e-05 2.7910305135e+10 3117514 433120 972 1.38931e-01 3.11787e-04
455460 2.920547945205e-05 3.1190003283e+10 3002557 430978 782 1.43537e-01 2.60445e-04
569325 3.549152542373e-05 3.2082278415e+10 3085640 432743 546 1.40244e-01 1.76949e-04
711656 4.074468085106e-05 3.4932437076e+10 2831014 428928 475 1.51510e-01 1.67784e-04
889570 4.631578947368e-05 3.8413228409e+10 2825001 431581 366 1.52772e-01 1.29557e-04
1111962 5.380000000000e-05 4.1336858736e+10 2715318 424504 281 1.56337e-01 1.03487e-04
1389952 6.370833333333e-05 4.3634841073e+10 2676650 423518 228 1.58227e-01 8.51811e-05
